domain_name,target_series,stage_order,forecast_stage,selected_model,interval_method,is_primary,n,covered,violations,coverage,coverage_gap_from_080,wilson_95_low,wilson_95_high,lr_uc,p_uc,n00,n01,n10,n11,lr_ind,p_ind,lr_cc,p_cc,average_interval_width,average_half_width,mean_interval_score,median_interval_score,lower_miss_rate,upper_miss_rate,minimum_calibration_count,maximum_calibration_count
Labour,CES0500000003,3,after_week_2,Labour Bridge Ridge,exp_weighted_q80,1,41,33,8,0.8048780487804879,0.004878048780487809,0.6598641481293658,0.8976556261484198,0.00613523959528095,0.9375673278381935,25,7,7,1,0.38330685395396813,0.5358387559574291,0.3894420935492491,0.82306422245521,5.035956266955131,2.5179781334775657,5.765547013101375,5.187857600944325,0.14634146341463414,0.04878048780487805,48,48
Labour,CES0500000003,3,after_week_2,Labour Bridge Ridge,gaussian_rmse,0,41,38,3,0.926829268292683,0.12682926829268293,0.8057255146228096,0.9748021693660901,5.150849775945275,0.023234999628129065,35,2,2,1,1.9306995424908884,0.16468193175148413,7.0815493184361635,0.02899086034408202,10.686669175701406,5.343334587850703,10.823079920459051,7.59559799236008,0.07317073170731707,0.0,48,48
Labour,CES0500000003,3,after_week_2,Labour Bridge Ridge,rolling_q80,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,6.603752059757317,3.3018760298786587,6.710337962222994,6.878295314661585,0.04878048780487805,0.0,48,48
Labour,CES0500000003,4,month_end,Labour Equal-Weight Ensemble,exp_weighted_q80,1,41,35,6,0.8536585365853658,0.05365853658536579,0.7155654195751904,0.9311575185870407,0.7958720064462597,0.37233044465755505,29,5,5,1,0.015014107741130545,0.9024776505707723,0.8108861141873902,0.6666813675050631,4.248278507380815,2.1241392536904073,4.91644432192615,3.9474639742560913,0.07317073170731707,0.07317073170731707,48,48
Labour,CES0500000003,4,month_end,Labour Equal-Weight Ensemble,gaussian_rmse,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,10.88081392594959,5.440406962974795,10.974470705149038,6.431470543629763,0.04878048780487805,0.0,48,48
Labour,CES0500000003,4,month_end,Labour Equal-Weight Ensemble,rolling_q80,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,6.405254878065236,3.202627439032618,6.5468432385915305,6.2123434764229835,0.04878048780487805,0.0,48,48
Labour,CES0500000003,5,pre_employment_report,Labour Equal-Weight Ensemble,exp_weighted_q80,1,41,35,6,0.8536585365853658,0.05365853658536579,0.7155654195751904,0.9311575185870407,0.7958720064462597,0.37233044465755505,29,5,5,1,0.015014107741130545,0.9024776505707723,0.8108861141873902,0.6666813675050631,4.289082327321225,2.1445411636606124,4.93815319962076,4.338549418197749,0.07317073170731707,0.07317073170731707,48,48
Labour,CES0500000003,5,pre_employment_report,Labour Equal-Weight Ensemble,gaussian_rmse,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,10.909266756962092,5.454633378481046,11.021374216230697,6.442063220535095,0.04878048780487805,0.0,48,48
Labour,CES0500000003,5,pre_employment_report,Labour Equal-Weight Ensemble,rolling_q80,0,41,39,2,0.9512195121951219,0.15121951219512186,0.8386102112962914,0.9865190546348308,7.86043630284372,0.005052819820749637,36,2,2,0,0.2106236195441955,0.6462790559512959,8.071059922387915,0.01767630987218207,6.290973430267251,3.1454867151336257,6.454070185690413,6.140162936086563,0.04878048780487805,0.0,48,48
Labour,PAYEMS,1,month_open,Labour 12-Month Mean,exp_weighted_q80,1,41,36,5,0.8780487804878049,0.07804878048780484,0.7445578847902312,0.9467666353142228,1.755548042391787,0.18518078360780169,31,4,4,1,0.2607859279122984,0.6095807253007932,2.0163339703040855,0.36488721062060164,486.0406504065041,243.02032520325204,539.9430894308942,422.33333333333337,0.07317073170731707,0.04878048780487805,48,48
